FID,WSA_AGIDF,SUM_GU_POP,COUNT_POLY,STATE_ABBR,STATE_FIPS,STATE_NM,SUM_SQKM,HUC2,HUC2_NM,WSA_NAME,OID_1,WSA_AGIDF1,TOT_WD_MGD,WD_YEAR,IN_SWUDS,x_centroid,y_centroid
3594,FL4560490,41590.000000000000000,1,FL,12,Florida,73.903068013500004,03,South Atlantic-Gulf Region,FT. PIERCE UTILITIES AUTHORITY,6298,FL4560490,8.429315000000001,2010.0000000,Y,1548660.0000000,612445.0000000
3595,FL4560954,259777.000000000000000,16,FL,12,Florida,526.074311440999963,03,South Atlantic-Gulf Region,PORT ST LUCIE UTILITIES,6299,FL4560954,16.046026999999999,2010.0000000,Y,1555310.0000000,595045.0000000
3596,FL5084100,30746.000000000000000,6,FL,12,Florida,85.852786998499994,03,South Atlantic-Gulf Region,CHARLOTTE COUNTY UTILITIES,0, ,0.000000000000000,0.0000000, ,1384820.0000000,532283.0000000
3597,FL5110089,400.000000000000000,1,FL,12,Florida,3.065453735040000,03,South Atlantic-Gulf Region,EVERGLADES  CITY,6311,FL5110089,0.199452000000000,2010.0000000,Y,1473020.0000000,425628.0000000
3598,FL5110142,24154.000000000000000,1,FL,12,Florida,60.305714546899999,03,South Atlantic-Gulf Region,IMMOKALEE WATER,6313,FL5110142,2.033973000000000,2010.0000000,Y,1458910.0000000,486380.0000000
3599,FL5110183,16680.000000000000000,2,FL,12,Florida,57.580491860400002,03,South Atlantic-Gulf Region,MARCO ISLAND UTILITIES (CITY OF),6315,FL5110183,5.679452000000000,2010.0000000,Y,1440470.0000000,429067.0000000
3600,FL5110198,19537.000000000000000,1,FL,12,Florida,39.288161499099999,03,South Atlantic-Gulf Region,NAPLES WATER DEPT,6316,FL5110198,14.692603000000000,2010.0000000,Y,1427330.0000000,450823.0000000
3601,FL5114085,4406.000000000000000,1,FL,12,Florida,11.433046153499999,03,South Atlantic-Gulf Region,"ORANGE TREE UTILITY CO., INC.",6318,FL5114085,0.490411000000000,2010.0000000,Y,1446560.0000000,469865.0000000
3602,FL5220192,1680.000000000000000,1,FL,12,Florida,2.761462905820000,03,South Atlantic-Gulf Region,MOORE HAVEN WATER DEPT,6320,FL5220192,0.537808000000000,2010.0000000,Y,1485040.0000000,536005.0000000
3603,FL5260050,6334.000000000000000,2,FL,12,Florida,91.309424166100001,03,South Atlantic-Gulf Region,"LABELLE, CITY OF",6322,FL5260050,0.664384000000000,2010.0000000,Y,1447660.0000000,518723.0000000
3604,FL5260053,9813.000000000000000,2,FL,12,Florida,14.978138372200000,03,South Atlantic-Gulf Region,"CLEWISTON, CITY OF",0, ,0.000000000000000,0.0000000, ,1502040.0000000,529142.0000000
3605,FL5260226,3530.000000000000000,1,FL,12,Florida,21.116512930799999,03,South Atlantic-Gulf Region,PORT LABELLE,6323,FL5260226,0.567123000000000,2010.0000000,Y,1457800.0000000,522447.0000000
3606,FL5280266,458.000000000000000,1,FL,12,Florida,8.923603659250000,03,South Atlantic-Gulf Region,SPRING LAKE IMPROVEMENT DIST.,6327,FL5280266,0.208219000000000,2010.0000000,Y,1339560.0000000,699346.0000000
3607,FL5360025,103957.000000000000000,11,FL,12,Florida,178.970542642999987,03,South Atlantic-Gulf Region,BONITA SPRINGS UTILITIES,6332,FL5360025,7.759452000000000,2010.0000000,Y,1427570.0000000,463931.0000000
3608,FL5360102,62298.000000000000000,1,FL,12,Florida,126.841826154000003,03,South Atlantic-Gulf Region,FORT MYERS WATER DEPARTMENT,6333,FL5360102,9.212329000000000,2010.0000000,Y,1416120.0000000,501696.0000000
3609,FL5360325,379955.000000000000000,23,FL,12,Florida,984.374491485000021,03,South Atlantic-Gulf Region,"CAPE CORAL, CITY OF",6342,FL5360325,10.499726000000001,2010.0000000,Y,1413990.0000000,499230.0000000
3610,FL5364048,14678.000000000000000,2,FL,12,Florida,28.334091849000000,03,South Atlantic-Gulf Region,LEE COUNTY UTILITIES,6344,FL5364048,10.765342000000000,2010.0000000,Y,1417720.0000000,489903.0000000
3611,FL6080044,3714.000000000000000,1,FL,12,Florida,10.519415683300000,03,South Atlantic-Gulf Region,CHARLOTTE HARBOR WATER ASSN.,6346,FL6080044,0.415000000000000,2010.0000000,Y,1388090.0000000,535501.0000000
3612,FL6090312,8622.000000000000000,1,FL,12,Florida,54.768741200999997,03,South Atlantic-Gulf Region,CITRUS SPRINGS,6352,FL6090312,2.605000000000000,2010.0000000,Y,1316720.0000000,751919.0000000
3613,FL6090317,3108.000000000000000,1,FL,12,Florida,20.845742842899998,03,South Atlantic-Gulf Region,"CRYSTAL RIVER, CITY OF",6353,FL6090317,0.735000000000000,2010.0000000,Y,1304000.0000000,738908.0000000
3614,FL6090588,5217.000000000000000,1,FL,12,Florida,64.765225870400002,03,South Atlantic-Gulf Region,FLORAL CITY WATER ASSN,6354,FL6090588,0.321000000000000,2010.0000000,Y,1335410.0000000,723164.0000000
3615,FL6090828,51382.000000000000000,8,FL,12,Florida,241.429618992000002,03,South Atlantic-Gulf Region,HOMOSASSA SPECIAL WATER DISTRICT,6355,FL6090828,0.832000000000000,2010.0000000,Y,1318470.0000000,738963.0000000
3616,FL6090861,7210.000000000000000,1,FL,12,Florida,19.942481050700000,03,South Atlantic-Gulf Region,INVERNESS WATER DEPT,6356,FL6090861,1.102000000000000,2010.0000000,Y,1330270.0000000,736915.0000000
3617,FL6091735,8287.000000000000000,1,FL,12,Florida,68.802801515599995,03,South Atlantic-Gulf Region,SUGARMILL WOODS S/D,6358,FL6091735,2.208000000000000,2010.0000000,Y,1316670.0000000,722570.0000000
3618,FL6094948,5882.000000000000000,1,FL,12,Florida,69.776146330700001,03,South Atlantic-Gulf Region,CITRUS CO UTL/CHARLES A. BLACK,6361,FL6094948,4.125000000000000,2010.0000000,Y,1316470.0000000,733721.0000000
3619,FL6140314,14191.000000000000000,2,FL,12,Florida,30.003317473100001,03,South Atlantic-Gulf Region,"ARCADIA WATER DEPT, CITY OF",6362,FL6140314,0.827000000000000,2010.0000000,Y,1404240.0000000,564609.0000000
3620,FL6142734,54392.000000000000000,1,FL,12,Florida,80.533748137700002,03,South Atlantic-Gulf Region,PEACE RIVER REG WATER PLANT,6364,FL6142734,21.730000000000000,2010.0000000,Y,1381850.0000000,538035.0000000
3621,FL6250329,5001.000000000000000,1,FL,12,Florida,8.489144814970000,03,South Atlantic-Gulf Region,WAUCHULA CITY WATER DEPARTMENT,6365,FL6250329,0.716000000000000,2010.0000000,Y,1402970.0000000,602919.0000000
3622,FL6250332,1827.000000000000000,1,FL,12,Florida,4.522626191210000,03,South Atlantic-Gulf Region,"ZOLFO SPRINGS, CITY OF",6366,FL6250332,0.162000000000000,2010.0000000,Y,1406260.0000000,597332.0000000
3623,FL6252022,2930.000000000000000,1,FL,12,Florida,3.277251371320000,03,South Atlantic-Gulf Region,"BOWLING GREEN, CITY OF",6367,FL6252022,0.235000000000000,2010.0000000,Y,1400080.0000000,612585.0000000
3624,FL6272180,7719.000000000000000,1,FL,12,Florida,29.246216417700001,03,South Atlantic-Gulf Region,BROOKSVILLE  CITY OF,6369,FL6272180,1.237000000000000,2010.0000000,Y,1330560.0000000,703009.0000000
3625,FL6272433,71.000000000000000,1,FL,12,Florida,0.234149962010000,03,South Atlantic-Gulf Region,LAKE LINDSEY WATER,0, ,0.000000000000000,0.0000000, ,1331660.0000000,713555.0000000
3626,FL6277059,144279.000000000000000,13,FL,12,Florida,378.827272638000011,03,South Atlantic-Gulf Region,HERNANDO CO UTL-WEST,6370,FL6277059,17.425999999999998,2010.0000000,Y,1320560.0000000,695255.0000000
3627,FL6277064,614.000000000000000,1,FL,12,Florida,21.069901208699999,03,South Atlantic-Gulf Region,SEVILLE  WATER SYSTEM,6372,FL6277064,0.006000000000000,2010.0000000,Y,1402810.0000000,803154.0000000
3628,FL6280049,8836.000000000000000,1,FL,12,Florida,25.516614955700000,03,South Atlantic-Gulf Region,"AVON PARK, CITY OF",6373,FL6280049,1.687000000000000,2010.0000000,Y,1432270.0000000,612027.0000000
3629,FL6280250,10491.000000000000000,1,FL,12,Florida,41.335371099600003,03,South Atlantic-Gulf Region,SEBRING WATER ; SEWER SYSTEM,6375,FL6280250,3.256000000000000,2010.0000000,Y,1438980.0000000,600126.0000000
3630,FL6280286,2223.000000000000000,1,FL,12,Florida,9.452715323080000,03,South Atlantic-Gulf Region,"LAKE PLACID, TOWN OF",6377,FL6280286,0.419000000000000,2010.0000000,Y,1450310.0000000,582160.0000000
3631,FL6284076,47105.000000000000000,1,FL,12,Florida,11.565751490100000,03,South Atlantic-Gulf Region,"COUNTRY CLUB UTILITIES, INC.",6381,FL6284076,0.237000000000000,2010.0000000,Y,1579030.0000000,451770.0000000
3632,FL6290323,34721.000000000000000,1,FL,12,Florida,73.048741794600005,03,South Atlantic-Gulf Region,CITY OF PLANT CITY UTILITY,6383,FL6290323,4.825000000000000,2010.0000000,Y,1365080.0000000,649730.0000000
3633,FL6290327,821291.000000000000000,32,FL,12,Florida,852.005112713000017,03,South Atlantic-Gulf Region,CITY OF TAMPA WATER DEPARTMENT,6384,FL6290327,56.590000000000003,2010.0000000,Y,1329890.0000000,635431.0000000
3634,FL6291791,24541.000000000000000,1,FL,12,Florida,19.282814197800000,03,South Atlantic-Gulf Region,TEMPLE TERRACE UTILITY,6390,FL6291791,3.477000000000000,2010.0000000,Y,1339440.0000000,648828.0000000
3635,FL6291882,41163.000000000000000,1,FL,12,Florida,17.259169697499999,03,South Atlantic-Gulf Region,UNIVERSITY OF SOUTH FLORIDA,0, ,0.000000000000000,0.0000000, ,1333470.0000000,651806.0000000
3636,FL6296139,735409.000000000000000,23, , , ,1065.698073490000070,03,South Atlantic-Gulf Region,TAMPA BAY WATER REG. SURFACE WATER PLANT,6392,FL6296139,30.920000000000002,2010.0000000,Y,1330800.0000000,631794.0000000
3637,FL6382055,3462.000000000000000,2,FL,12,Florida,25.286367555199998,03,South Atlantic-Gulf Region,WILLISTON WTP,6394,FL6382055,0.468000000000000,2010.0000000,Y,1311820.0000000,793965.0000000
3638,FL6382056,1325.000000000000000,1,FL,12,Florida,9.475958495180000,03,South Atlantic-Gulf Region,INGLIS WATER DEPT.,6395,FL6382056,0.151000000000000,2010.0000000,Y,1296380.0000000,753291.0000000
3639,FL6382116,502.000000000000000,1,FL,12,Florida,23.699923399100001,03,South Atlantic-Gulf Region,YANKEETOWN WATER DEPT.,6396,FL6382116,0.042000000000000,2010.0000000,Y,1289640.0000000,751837.0000000
3640,FL6410182,279691.000000000000000,36,FL,12,Florida,322.841502472000002,03,South Atlantic-Gulf Region,BRADENTON CITY OF,6397,FL6410182,5.270000000000000,2010.0000000,Y,1340320.0000000,560883.0000000
3641,FL6411132,19494.000000000000000,2,FL,12,Florida,49.404733797100000,03,South Atlantic-Gulf Region,MANATEE COUNTY UTILITIES  DEPT,6398,FL6411132,27.779000000000000,2010.0000000,Y,1325300.0000000,579406.0000000
3642,FL6421512,965.000000000000000,1,FL,12,Florida,2.338780984450000,03,South Atlantic-Gulf Region,RIO VISTA,0, ,0.000000000000000,0.0000000, ,1562800.0000000,591423.0000000
3643,FL6424073,1733.000000000000000,1,FL,12,Florida,16.918980848099999,03,South Atlantic-Gulf Region,"DUNNELLON, CITY OF",6401,FL6424073,0.310000000000000,2010.0000000,Y,1317030.0000000,758608.0000000
3644,FL6510216,1327.000000000000000,1,FL,12,Florida,14.659428425300000,03,South Atlantic-Gulf Region,PCUD-CRYSTAL SPRINGS WATER SYSTEM,6412,FL6510216,0.088000000000000,2010.0000000,Y,1359000.0000000,667425.0000000
3645,FL6510324,2671.000000000000000,1,FL,12,Florida,5.886302422200000,03,South Atlantic-Gulf Region,PORT RICHEY WATER DEPT-CITY OF,6413,FL6510324,0.768000000000000,2010.0000000,Y,1301970.0000000,669515.0000000
3646,FL6510325,1138.000000000000000,1,FL,12,Florida,3.495938028680000,03,South Atlantic-Gulf Region,SAN ANTONIO WATER DEPT-CITY OF,6414,FL6510325,0.108000000000000,2010.0000000,Y,1344400.0000000,682741.0000000
3647,FL6510424,6437.000000000000000,1,FL,12,Florida,15.819893294900000,03,South Atlantic-Gulf Region,DADE CITY WATER DEPT,6417,FL6510424,1.331000000000000,2010.0000000,Y,1351920.0000000,685663.0000000
3648,FL6511255,14911.000000000000000,1,FL,12,Florida,11.897330715800001,03,South Atlantic-Gulf Region,NEW PORT RICHEY WATER DEPT,6421,FL6511255,0.399000000000000,2010.0000000,Y,1303130.0000000,666565.0000000
3649,FL6511361,199036.000000000000000,14,FL,12,Florida,311.728972985999974,03,South Atlantic-Gulf Region,PCUD-PASCO COUNTY REGIONAL PWS,0, ,0.000000000000000,0.0000000, ,1324910.0000000,668705.0000000
3650,FL6512020,41185.000000000000000,9,FL,12,Florida,137.140350877000003,03,South Atlantic-Gulf Region,ZEPHYRHILLS CITY OF,6425,FL6512020,2.350000000000000,2010.0000000,Y,1351230.0000000,681191.0000000
3651,FL6512226,12158.000000000000000,1,FL,12,Florida,16.395773053999999,03,South Atlantic-Gulf Region,HUDSON WATER WORKS,6430,FL6512226,0.588000000000000,2010.0000000,Y,1304160.0000000,679043.0000000
3652,FL6520135,3869.000000000000000,1,FL,12,Florida,6.734205569010000,03,South Atlantic-Gulf Region,BELLEAIR WATER PLANT,6435,FL6520135,0.777000000000000,2010.0000000,Y,1298580.0000000,631221.0000000
3653,FL6520336,107685.000000000000000,1,FL,12,Florida,79.766078281700004,03,South Atlantic-Gulf Region,CLEARWATER WATER SYSTEM,6436,FL6520336,4.389000000000000,2010.0000000,Y,1302890.0000000,637170.0000000
3654,FL6520486,35321.000000000000000,1,FL,12,Florida,32.731874026600003,03,South Atlantic-Gulf Region,DUNEDIN WATER SYSTEM,6437,FL6520486,4.386000000000000,2010.0000000,Y,1299400.0000000,642527.0000000
3655,FL6521405,104764.000000000000000,7,FL,12,Florida,151.245413705999994,03,South Atlantic-Gulf Region,PINELLAS COUNTY UTILITIES,0, ,0.000000000000000,0.0000000, ,1304810.0000000,642946.0000000
3656,FL6521417,13591.000000000000000,1,FL,12,Florida,24.162297912100001,03,South Atlantic-Gulf Region,OLDSMAR WATER SYSTEM,0, ,0.000000000000000,0.0000000, ,1310390.0000000,642860.0000000
3657,FL6521715,12029.000000000000000,1,FL,12,Florida,10.065429148700000,03,South Atlantic-Gulf Region,"ST PETERSBURG, CITY OF",0, ,0.000000000000000,0.0000000, ,1311570.0000000,611813.0000000
3658,FL6521784,23484.000000000000000,1,FL,12,Florida,29.268426904799998,03,South Atlantic-Gulf Region,TARPON SPRINGS WATER SYSTEM,6439,FL6521784,0.898000000000000,2010.0000000,Y,1300140.0000000,655083.0000000
3659,FL6530057,4185.000000000000000,1,FL,12,Florida,155.231198874000000,03,South Atlantic-Gulf Region,ALTURAS UTILITIES,0, ,0.000000000000000,0.0000000, ,1409380.0000000,637111.0000000
3660,FL6530090,13507.000000000000000,1,FL,12,Florida,52.832156407299998,03,South Atlantic-Gulf Region,"AUBURNDALE, CITY OF",6441,FL6530090,4.756000000000000,2010.0000000,Y,1394980.0000000,663428.0000000
3661,FL6530098,1356.000000000000000,1,FL,12,Florida,3.949525101900000,03,South Atlantic-Gulf Region,BABSON PARK,0, ,0.000000000000000,0.0000000, ,1425740.0000000,638561.0000000
3662,FL6530315,17298.000000000000000,1,FL,12,Florida,135.533902796000007,03,South Atlantic-Gulf Region,"BARTOW, CITY OF",6442,FL6530315,2.240000000000000,2010.0000000,Y,1396150.0000000,639814.0000000
3663,FL6530320,5992.000000000000000,2,FL,12,Florida,23.459790665000000,03,South Atlantic-Gulf Region,CITY OF FORT MEADE,6443,FL6530320,0.563000000000000,2010.0000000,Y,1399670.0000000,627189.0000000
3664,FL6530321,5015.000000000000000,1,FL,12,Florida,34.173497131600001,03,South Atlantic-Gulf Region,"LAKE ALFRED, CITY OF",6444,FL6530321,0.924000000000000,2010.0000000,Y,1402310.0000000,665329.0000000
3665,FL6530431,2888.000000000000000,1,FL,12,Florida,8.811836883830001,03,South Atlantic-Gulf Region,"DAVENPORT, CITY OF",6446,FL6530431,0.241000000000000,2010.0000000,Y,1412590.0000000,672546.0000000
3666,FL6530485,3717.000000000000000,1,FL,12,Florida,30.525194051500002,03,South Atlantic-Gulf Region,"DUNDEE, TOWN OF",6447,FL6530485,0.542000000000000,2010.0000000,Y,1415710.0000000,656748.0000000
3667,FL6530492,2255.000000000000000,1,FL,12,Florida,9.353423205780000,03,South Atlantic-Gulf Region,"EAGLE LAKE, CITY OF",6448,FL6530492,0.364000000000000,2010.0000000,Y,1401200.0000000,650510.0000000
3668,FL6530617,28796.000000000000000,2,FL,12,Florida,139.611627285999987,03,South Atlantic-Gulf Region,NORTHEAST,6449,FL6530617,6.028863000000000,2010.0000000,Y,1407410.0000000,690105.0000000
3669,FL6530627,2992.000000000000000,1,FL,12,Florida,49.828020801199997,03,South Atlantic-Gulf Region,"FROSTPROOF, CITY OF",6450,FL6530627,0.542000000000000,2010.0000000,Y,1427480.0000000,628713.0000000
3670,FL6530772,230.000000000000000,1,FL,12,Florida,2.918813087920000,03,South Atlantic-Gulf Region,HIGHLAND PARK,0, ,0.000000000000000,0.0000000, ,1422020.0000000,640912.0000000
3671,FL6530852,11056.000000000000000,1,FL,12,Florida,14.602120269200000,03,South Atlantic-Gulf Region,SOUTHWEST/POLK COUNTY UTILITY,6452,FL6530852,3.616000000000000,2010.0000000,Y,1382720.0000000,645496.0000000
3672,FL6530977,1231.000000000000000,1,FL,12,Florida,10.677320926700000,03,South Atlantic-Gulf Region,"LAKE HAMILTON, TOWN OF",6453,FL6530977,0.240000000000000,2010.0000000,Y,1412680.0000000,660359.0000000
3673,FL6531014,150061.000000000000000,8,FL,12,Florida,280.389053470000022,03,South Atlantic-Gulf Region,"LAKELAND, CITY OF",6456,FL6531014,20.573000000000000,2010.0000000,Y,1380610.0000000,654304.0000000
3674,FL6531237,3817.000000000000000,1,FL,12,Florida,17.826756506399999,03,South Atlantic-Gulf Region,"MULBERRY, CITY OF",6458,FL6531237,0.386000000000000,2010.0000000,Y,1379710.0000000,639769.0000000
3675,FL6531313,415.000000000000000,1, , , ,4.905699095840000,03,South Atlantic-Gulf Region,ORCHID SPRINGS,6460,FL6531313,0.067000000000000,2010.0000000,Y,1535280.0000000,649020.0000000
3676,FL6531424,1562.000000000000000,1,FL,12,Florida,13.113937149300000,03,South Atlantic-Gulf Region,POLK CITY SYSTEM,0, ,0.000000000000000,0.0000000, ,1390790.0000000,671809.0000000
3677,FL6531917,5091.000000000000000,1,FL,12,Florida,5.864962495170000,03,South Atlantic-Gulf Region,WAHNETA WATER SYSTEM,0, ,0.000000000000000,0.0000000, ,1404110.0000000,648896.0000000
3678,FL6531992,60328.000000000000000,5,FL,12,Florida,147.528875134000003,03,South Atlantic-Gulf Region,WINTER HAVEN WATER DEPARTMENT,6463,FL6531992,9.179000000000000,2010.0000000,Y,1401970.0000000,654632.0000000
3679,FL6532232,20535.000000000000000,1,FL,12,Florida,51.502107926199997,03,South Atlantic-Gulf Region,"HAINES CITY, CITY OF",6464,FL6532232,3.618000000000000,2010.0000000,Y,1412960.0000000,668013.0000000
3680,FL6532234,16201.000000000000000,3,FL,12,Florida,76.337723254300002,03,South Atlantic-Gulf Region,"LAKE WALES, CITY OF",6465,FL6532234,2.568000000000000,2010.0000000,Y,1418670.0000000,642403.0000000
3681,FL6535055,11846.000000000000000,1,FL,12,Florida,10.438095091599999,03,South Atlantic-Gulf Region,"CYPRESS LAKE UTILITIES, INC",6471,FL6535055,0.172000000000000,2010.0000000,Y,1410460.0000000,491791.0000000
3682,FL6535304,686.000000000000000,1,FL,12,Florida,5.572439567650000,03,South Atlantic-Gulf Region,"BRADLEY JUNCTION, TOWN OF",0, ,0.000000000000000,0.0000000, ,1382370.0000000,627467.0000000
3683,FL6535707,767.000000000000000,1,FL,12,Florida,4.103578867110000,03,South Atlantic-Gulf Region,WAVERLY WATER SYSTEM,0, ,0.000000000000000,0.0000000, ,1414420.0000000,653375.0000000
3684,FL6580531,14863.000000000000000,1,FL,12,Florida,33.812423996699998,03,South Atlantic-Gulf Region,ENGLEWOOD WATER DIST,6475,FL6580531,2.796000000000000,2010.0000000,Y,1358900.0000000,531053.0000000
3685,FL6580651,57357.000000000000000,1,FL,12,Florida,269.826373595000007,03,South Atlantic-Gulf Region,NORTH PORT UTILITIES,6476,FL6580651,1.210000000000000,2010.0000000,Y,1372440.0000000,542633.0000000
3686,FL6581591,51917.000000000000000,1,FL,12,Florida,63.089202855000003,03,South Atlantic-Gulf Region,SARASOTA CO SPECIAL UTIL DIST,6477,FL6581591,2.366000000000000,2010.0000000,Y,1334640.0000000,569711.0000000
3687,FL6581901,20748.000000000000000,1,FL,12,Florida,43.417547485800000,03,South Atlantic-Gulf Region,VENICE WATER DEPT  CITY OF,0, ,0.000000000000000,0.0000000, ,1350450.0000000,547069.0000000
3688,FL6600210,2418.000000000000000,1,FL,12,Florida,30.748769623699999,03,South Atlantic-Gulf Region,"BUSHNELL, CITY OF",6481,FL6600210,0.361000000000000,2010.0000000,Y,1354890.0000000,723034.0000000
3689,FL6600316,988.000000000000000,1,FL,12,Florida,16.946867767299999,03,South Atlantic-Gulf Region,CENTER HILL WATER DEPT-CITY OF,0, ,0.000000000000000,0.0000000, ,1366920.0000000,718803.0000000
3690,FL6600330,785.000000000000000,1,FL,12,Florida,3.438471344580000,03,South Atlantic-Gulf Region,WEBSTER-CITY OF,6482,FL6600330,0.085000000000000,2010.0000000,Y,1362060.0000000,715665.0000000
3691,FL6600331,6709.000000000000000,1,FL,12,Florida,105.698483531999997,03,South Atlantic-Gulf Region,WILDWOOD-CITY OF 6WPS,6483,FL6600331,1.989000000000000,2010.0000000,Y,1363280.0000000,738036.0000000
3692,FL6600990,3551.000000000000000,1,FL,12,Florida,10.902226640800000,03,South Atlantic-Gulf Region,LAKE PANASOFFKEE WATER ASSN 2WPS,6484,FL6600990,0.256000000000000,2010.0000000,Y,1351790.0000000,733747.0000000
3693,FL6604861,703.000000000000000,1,FL,12,Florida,6.802348385420000,03,South Atlantic-Gulf Region,"COLEMAN, CITY OF",0, ,0.000000000000000,0.0000000, ,1357310.0000000,736278.0000000
3694,GA0010000,4400.000000000000000,1,GA,13,Georgia,20.731607298299998,03,South Atlantic-Gulf Region,BAXLEY,6488,GA0010000,1.028000000000000,2000.0000000,Y,1282940.0000000,1057460.0000000
3695,GA0010001,201.000000000000000,1,GA,13,Georgia,2.006120813260000,03,South Atlantic-Gulf Region,SURRENCY,6503,GA0010001,0.036600000000000,2010.0000000,Y,1297840.0000000,1055170.0000000
3696,GA0010043,291.000000000000000,1,GA,13,Georgia,4.528987062110000,03,South Atlantic-Gulf Region,GRAHAM,6508,GA0010043,0.031000000000000,2010.0000000,Y,1267720.0000000,1062890.0000000
3697,GA0030000,2117.000000000000000,1,GA,13,Georgia,8.707162899209999,03,South Atlantic-Gulf Region,PEARSON,6510,GA0030000,0.171000000000000,2000.0000000,Y,1243050.0000000,999615.0000000
3698,GA0030001,1391.000000000000000,1,GA,13,Georgia,9.895959875590000,03,South Atlantic-Gulf Region,WILLACOOCHEE,6524,GA0030001,0.145000000000000,2000.0000000,Y,1224660.0000000,1001150.0000000
3699,GA0050000,3466.000000000000000,1,GA,13,Georgia,16.109974670100002,03,South Atlantic-Gulf Region,ALMA,6544,GA0050000,0.882000000000000,2000.0000000,Y,1274680.0000000,1031900.0000000
3700,GA0070000,654.000000000000000,1,GA,13,Georgia,7.810492502540000,03,South Atlantic-Gulf Region,NEWTON,6563,GA0070000,0.147000000000000,2000.0000000,Y,1103400.0000000,983412.0000000
3701,GA0090001,21645.000000000000000,2,GA,13,Georgia,65.714020095899997,03,South Atlantic-Gulf Region,MILLEDGEVILLE,6577,GA0090001,6.718000000000000,2000.0000000,Y,1179710.0000000,1192240.0000000
3702,GA0110000,1141.000000000000000,1,GA,13,Georgia,25.045223095200001,03,South Atlantic-Gulf Region,HOMER,6601,GA0110000,0.085700000000000,2010.0000000,Y,1138080.0000000,1327440.0000000
3703,GA0110001,1798.000000000000000,1,GA,13,Georgia,11.679386286400000,03,South Atlantic-Gulf Region,MAYSVILLE,6603,GA0110001,0.038500000000000,2010.0000000,Y,1134350.0000000,1318020.0000000
3704,GA0130001,2408.000000000000000,1,GA,13,Georgia,10.641346795200000,03,South Atlantic-Gulf Region,STATHAM,6621,GA0130001,0.422000000000000,2000.0000000,Y,1133900.0000000,1285120.0000000
3705,GA0130002,15903.000000000000000,3,GA,13,Georgia,46.156022808800003,03,South Atlantic-Gulf Region,WINDER,6635,GA0130002,3.530000000000000,2000.0000000,Y,1123090.0000000,1285460.0000000
3706,GA0150000,4648.000000000000000,1,GA,13,Georgia,23.579227273200001,03,South Atlantic-Gulf Region,ADAIRSVILLE,6657,GA0150000,1.938000000000000,2000.0000000,Y,1008990.0000000,1315220.0000000
3707,GA0150002,23867.000000000000000,2,GA,13,Georgia,90.260293148000002,03,South Atlantic-Gulf Region,CARTERSVILLE,6686,GA0150002,14.038000000000000,2000.0000000,Y,1019300.0000000,1294660.0000000
3708,GA0150003,637.000000000000000,1,GA,13,Georgia,3.260017762150000,03,South Atlantic-Gulf Region,KINGSTON,6700,GA0150003,0.048000000000000,2010.0000000,Y,1008410.0000000,1299520.0000000
3709,GA0150004,670.000000000000000,1,GA,13,Georgia,2.497565980170000,03,South Atlantic-Gulf Region,WHITE,6703,GA0150004,0.108000000000000,2000.0000000,Y,1025720.0000000,1307380.0000000
3710,GA0150025,1470.000000000000000,1,GA,13,Georgia,22.593027664299999,03,South Atlantic-Gulf Region,EMERSON,6717,GA0150025,0.470000000000000,2001.0000000,Y,1027490.0000000,1290340.0000000
3711,GA0170000,9053.000000000000000,1,GA,13,Georgia,23.516186190100001,03,South Atlantic-Gulf Region,FITZGERALD,6735,GA0170000,4.195000000000000,2000.0000000,Y,1199720.0000000,1040850.0000000
3712,GA0190000,668.000000000000000,1,GA,13,Georgia,2.660383110410000,03,South Atlantic-Gulf Region,ALAPAHA,6751,GA0190000,0.058000000000000,2010.0000000,Y,1207100.0000000,1004310.0000000
3713,GA0190001,1278.000000000000000,1,GA,13,Georgia,8.504044391970000,03,South Atlantic-Gulf Region,ENIGMA,6753,GA0190001,0.081000000000000,2010.0000000,Y,1196900.0000000,1005740.0000000
3714,GA0190002,4939.000000000000000,1,GA,13,Georgia,12.184768492600000,03,South Atlantic-Gulf Region,NASHVILLE,6755,GA0190002,0.777000000000000,2000.0000000,Y,1207510.0000000,984560.0000000
3715,GA0190003,1090.000000000000000,1,GA,13,Georgia,2.308678938760000,03,South Atlantic-Gulf Region,RAY CITY,6769,GA0190003,0.065000000000000,2010.0000000,Y,1214190.0000000,970778.0000000
3716,GA0210001,218.000000000000000,2,GA,13,Georgia,660.203336527000033,03,South Atlantic-Gulf Region,MACON WATER AUTHORITY,6771,GA0210001,33.244999999999997,2000.0000000,Y,1142230.0000000,1155980.0000000
3717,GA0230000,5150.000000000000000,1,GA,13,Georgia,12.633869866400000,03,South Atlantic-Gulf Region,COCHRAN,6804,GA0230000,0.276000000000000,2000.0000000,Y,1180250.0000000,1113500.0000000
3718,GA0250000,528.000000000000000,1,GA,13,Georgia,8.921864864260000,03,South Atlantic-Gulf Region,HOBOKEN,6821,GA0250000,0.040000000000000,2010.0000000,Y,1312840.0000000,996607.0000000
3719,GA0250002,1053.000000000000000,1,GA,13,Georgia,7.338167719610000,03,South Atlantic-Gulf Region,NAHUNTA,6823,GA0250002,0.071000000000000,2000.0000000,Y,1326490.0000000,1001530.0000000
